JulianDay, ClimateParameter, InputTemperature,InputPrecipitation,InputEvapotranspiration,GreenAreaIndex, SurfaceTemperature, SoilTemperature, CropCoefficient, CropInterception, VolumetricSoilWaterContent, ActualEvapotranspiration, DeepPercolation, ReferenceEvapotranspiration, SoilAvailableWater, WaterStorage, ClimateParamterTemperature, ClimateParameterWater, FieldCapacity, WiltingPoint
209,3.23448041462961,17.31,2.31,0, 0.0860058137321318,19.240053824391,18.3859987052915, 0.80725731035772, 0, 0.370114619555102, 0, 0.0999999999999943, 0, 2.31, 94.7386548887755, 0.422754840678828, 0.804574963248869, 0.369714619555102, 0.227997481880444
210,3.10508481121448,16.22,3.72,0, 0.0751446479554408,18.0376396993142,18.3191557764439, 0.806346670708367, 0, 0.378954619555102, 0, 2.31, 0, 3.72, 96.1486548887755, 0.430581450659725, 0.75834831771553, 0.369714619555102, 0.227997481880444
211,2.96635288452876,17.38,0,0, 0.0654365886936818,19.3363948871773,18.5146274815955, 0.80553128736947, 0, 0.384594619555102, 0, 3.72, 0, 0, 92.4286548887755, 0.427988476643471, 0.728855299524577, 0.369714619555102, 0.227997481880444
212,3.34137088211394,20.75,0,0, 0.0567931031821364,23.0950848985737,19.3959457543074, 0.80480418466455, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.435593258631945, 0.806666666666667, 0.369714619555102, 0.227997481880444
213,3.61076458961034,20.19,0.24,0, 0.0491273003474865,22.4798795071599,19.9900030682598, 0.804158431495105, 0, 0.369714619555102, 0, 0, 0, 0.24, 92.6686548887755, 0.470712401954658, 0.806666666666667, 0.369714619555102, 0.227997481880444
214,3.77460534850759,21.55,0.94,0, 0.0423547917955382,24.0017663257801,20.7635733782148, 0.803587227222178, 0, 0.370674619555102, 0, 0.239999999999995, 0, 0.94, 93.3686548887755, 0.495152738267325, 0.801646578463951, 0.369714619555102, 0.227997481880444
215,3.95078157446293,18.5,1.19,0, 0.0363943992303213,20.6105488573371,20.7340399535862, 0.80308397375021, 0, 0.373474619555102, 0, 0.939999999999998, 0, 1.19, 93.6186548887755, 0.527905633053332, 0.787004654539365, 0.369714619555102, 0.227997481880444
216,3.91509143714064,17.8,0.01,0, 0.0311687158762451,19.8355783705651,20.5605027015479, 0.802642334223301, 0, 0.374474619555102, 0, 1.19, 0, 0.01, 92.4386548887755, 0.526635933592891, 0.781775395994869, 0.369714619555102, 0.227997481880444
217,3.98171986751002,20.29,0.41,0, 0.0266045315997758,22.615204834475,20.9576388374758, 0.802256279023922, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.41, 92.8386548887755, 0.519206112132995, 0.806457496324887, 0.369714619555102, 0.227997481880444
218,4.07004172997957,18.9,0.03,0, 0.0226331330203589,21.0698688416545,20.9793437593361, 0.801920119979771, 0, 0.371354619555102, 0, 0.409999999999997, 0, 0.03, 92.4586548887755, 0.536286912787291, 0.798090682653695, 0.369714619555102, 0.227997481880444
219,4.11779318728859,17.25,0.01,0, 0.0191904909917466,19.2335694806399,20.6415422340703, 0.801628533838968, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 0.01, 92.4386548887755, 0.537228407012968, 0.806039155641327, 0.369714619555102, 0.227997481880444
220,4.00827756702293,19.51,0.83,0, 0.0162173484654686,21.7565098104163,20.8573809937691, 0.80137657617233, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.83, 93.2586548887755, 0.522669168392631, 0.806457496324887, 0.369714619555102, 0.227997481880444
221,3.99267863392464,20.51,0.05,0, 0.0136592219671684,22.8744302552251,21.2479972834605, 0.801159686910345, 0, 0.373034619555102, 0, 0.829999999999998, 0, 0.05, 92.4786548887755, 0.531948744928204, 0.789305528298942, 0.369714619555102, 0.227997481880444
222,4.20545518245154,22.87,0.03,0, 0.0114663297785845,25.5091488150681,22.07347181458, 0.800973688728805, 0, 0.369914619555102, 0, 0.0499999999999972, 0, 0.03, 92.4586548887755, 0.548950149717503, 0.805620814957768, 0.369714619555102, 0.227997481880444
223,4.48976919016669,20.62,1.4,0, 0.0095934594805539,23.0015482445255,22.2533102226402, 0.800814779468177, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 1.4, 93.8286548887755, 0.585758303096661, 0.806039155641327, 0.369714619555102, 0.227997481880444
224,4.39059984019811,16.76,0.11,0, 0.0079997868334417,18.6971446992512,21.5640479748235, 0.800679519715018, 0, 0.375314619555102, 0, 1.40000000000001, 0, 0.11, 92.5386548887755, 0.593935790731221, 0.777382818817493, 0.369714619555102, 0.227997481880444
225,4.30561991584207,17.69,0.05,0, 0.00664865710717723,19.7359021446461,21.2096417190046, 0.800564816595871, 0, 0.370154619555102, 0, 0.109999999999999, 0, 0.05, 92.4786548887755, 0.562901846824623, 0.804365792907089, 0.369714619555102, 0.227997481880444
226,4.19257528584157,15.67,0.27,0, 0.00550733897669797,17.483231228722,20.4871122131075, 0.800467904741489, 0, 0.369914619555102, 0, 0.0499999999999972, 0, 0.27, 92.6986548887755, 0.547268899801468, 0.805620814957768, 0.369714619555102, 0.227997481880444
227,3.93105556845597,16.71,0.39,0, 0.00454676001868397,18.644424617271,20.1297742300521, 0.800386325277446, 0, 0.370794619555102, 0, 0.269999999999996, 0, 0.39, 92.8186548887755, 0.516079854254544, 0.801019067438612, 0.369714619555102, 0.227997481880444
228,3.80417871047691,16.18,1.78,0, 0.0037412317252366,18.0537608815221,19.7271405629957, 0.800317903591094, 0, 0.371274619555102, 0, 0.390000000000001, 0, 1.78, 94.2086548887755, 0.500993002586009, 0.798509023337254, 0.369714619555102, 0.227997481880444
229,3.54324602757571,15.82,1.25,0, 0.0030681708269051,17.6526352973214,19.3247587599146, 0.800260726518329, 0, 0.376834619555102, 0, 1.78, 0, 1.25, 93.6786548887755, 0.484261918225124, 0.76943434582986, 0.369714619555102, 0.227997481880444
230,3.47230009921925,11.78,0.13,0, 0.00250782262229059,13.1449801627209,18.1259960904003, 0.800213119490067, 0, 0.374714619555102, 0, 1.25, 0, 0.13, 92.5586548887755, 0.46782517231255, 0.78052037394419, 0.369714619555102, 0.227997481880444
231,3.21502094791946,13.35,0.87,0, 0.00204299096928487,14.897229677264,17.4996314942365, 0.800173624080088, 0, 0.370234619555102, 0, 0.129999999999995, 0, 0.87, 93.2986548887755, 0.420539429471577, 0.803947452223529, 0.369714619555102, 0.227997481880444
232,2.97538299452516,13.3,0.04,0, 0.0016587786228199,14.8417061028745,16.9839774947269, 0.800140976304885, 0, 0.373194619555102, 0, 0.870000000000005, 0, 0.04, 92.4686548887755, 0.396834037161802, 0.788468846931823, 0.369714619555102, 0.227997481880444
233,2.89530722926001,14.08,0,0, 0.0013423407192795,15.7123585174968,16.7372638216071, 0.800114085943556, 0, 0.369874619555102, 0, 0.0400000000000063, 0, 0, 92.4286548887755, 0.377834672056542, 0.805829985299547, 0.369714619555102, 0.227997481880444
234,2.82984813205729,17.01,0.01,0, 0.00108265341693636,18.9822813233325,17.1728487724548, 0.800092017072259, 0, 0.369714619555102, 0, 0, 0, 0.01, 92.4386548887755, 0.368909292851832, 0.806666666666667, 0.369714619555102, 0.227997481880444
235,2.95051462884278,17.8,0.03,0, 0.000870299009040761,19.8640812477914,17.695026307989, 0.800073969943676, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.03, 92.4586548887755, 0.384739579932071, 0.806457496324887, 0.369714619555102, 0.227997481880444
236,3.09780217656828,17.9,0.48,0, 0.000697268231917126,19.9758417003591,18.1375824541473, 0.80005926428718, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 0.48, 92.9086548887755, 0.404155151282601, 0.806039155641327, 0.369714619555102, 0.227997481880444
237,3.18911495498616,14.51,1.98,0, 0.0005567799920115,16.1928157005789,17.7602232782244, 0.800047324059613, 0, 0.371634619555102, 0, 0.480000000000004, 0, 1.98, 94.4086548887755, 0.420984404568782, 0.796626490261236, 0.369714619555102, 0.227997481880444
238,2.95892804886732,16.29,0.27,0, 0.000443118328301491,18.1793518059714,17.8415516391255, 0.800037663639285, 0, 0.377634619555102, 0, 1.98, 0, 0.27, 92.6986548887755, 0.406612860910478, 0.765250938994264, 0.369714619555102, 0.227997481880444
239,3.12066177082167,17.08,0.45,0, 0.000351486103102337,19.0610609590344,18.078190404462, 0.800029875426187, 0, 0.370794619555102, 0, 0.269999999999996, 0, 0.45, 92.8786548887755, 0.409689113729814, 0.801019067438612, 0.369714619555102, 0.227997481880444
240,3.17435321092398,17.49,0.12,0, 0.000277874667162308,19.5186840866356,18.3577129999381, 0.800023618788844, 0, 0.371514619555102, 0, 0.450000000000003, 0, 0.12, 92.5486548887755, 0.418705937031447, 0.797254001286575, 0.369714619555102, 0.227997481880444
241,3.28425054482231,18.45,1.36,0, 0.000218948565423814,20.5900932775778,18.790902157608, 0.80001861028171, 0, 0.370194619555102, 0, 0.120000000000005, 0, 1.36, 93.7886548887755, 0.42948323448703, 0.804156622565309, 0.369714619555102, 0.227997481880444
242,3.30392421753837,18.58,0.07,0, 0.000171944229043695,20.7352189161875,19.168195796066, 0.800014615045865, 0, 0.375154619555102, 0, 1.36, 0, 0.07, 92.4986548887755, 0.446455878622823, 0.778219500184612, 0.369714619555102, 0.227997481880444
243,3.533721559487,19.4,0.18,0, 0.000134581528396999,21.6503747231233,19.649864003244, 0.800011439299054, 0, 0.369994619555102, 0, 0.0699999999999932, 0, 0.18, 92.6086548887755, 0.461506479510773, 0.805202474274208, 0.369714619555102, 0.227997481880444
244,3.67309356492262,17.7,1.77,0, 0.000104987032355441,19.7532047634761,19.6699174245069, 0.800008923818115, 0, 0.370434619555102, 0, 0.180000000000007, 0, 1.77, 94.1986548887755, 0.48108325981625, 0.80290160051463, 0.369714619555102, 0.227997481880444
245,3.52697501075147,14.4,7.76,0, 8.16278232037666E-05,16.0704217435793,18.9714277290598, 0.800006938316832, 0, 0.376794619555102, 0, 1.77, 0, 7.76, 100.188654888776, 0.481907122372106, 0.76964351617164, 0.369714619555102, 0.227997481880444
246,2.77951869881595,14.48,0.96,0, 6.32547468932491E-05,16.1597159967058,18.4258076593912, 0.800005376624578, 0, 0.400754619555102, 0, 7.76000000000001, 0, 0.96, 93.3886548887755, 0.453626085157496, 0.644350481445534, 0.369714619555102, 0.227997481880444
247,3.23228513748208,12.32,3.39,0, 4.88540284672847E-05,13.7491600515774,17.5182899092168, 0.800004152575176, 0, 0.373554619555102, 0, 0.959999999999994, 0, 3.39, 95.8186548887755, 0.432129442211381, 0.786586313855805, 0.369714619555102, 0.227997481880444
248,2.78134297929819,8.96,2.08,0, 3.76062467846904E-05,9.99939448197461,16.0592228281362, 0.800003196520759, 0, 0.383274619555102, 0, 3.39, 0, 2.08, 94.5086548887755, 0.397530246611083, 0.735757920803311, 0.369714619555102, 0.227997481880444
249,2.50319456418322,10.26,0.06,0, 2.88517362894749E-05,11.4502042563632,15.1648260154419, 0.80000245239157, 0, 0.378034619555102, 0, 2.08, 0, 0.06, 92.4886548887755, 0.344929246870304, 0.763159235576466, 0.369714619555102, 0.227997481880444
250,2.4089582807225,9.62,0.22,0, 2.20615625061999E-05,10.7359649657029,14.3053885496096, 0.800001875229297, 0, 0.369954619555102, 0, 0.0600000000000023, 0, 0.22, 92.6486548887755, 0.314529910877513, 0.805411644615988, 0.369714619555102, 0.227997481880444
251,2.18622743976929,7.19,9.85,0, 1.68132989006467E-05,8.02407561196459,13.0864747335216, 0.800001429128364, 0, 0.370594619555102, 0, 0.219999999999999, 0, 9.85, 102.278654888776, 0.286639737105689, 0.802064919147511, 0.369714619555102, 0.227997481880444
252,1.42392986243161,6.6,4.09,0, 1.27709131443802E-05,7.36563410697454,11.9763221305828, 0.800001085526439, 0, 0.409114619555102, 0, 9.84999999999999, 0, 4.09, 96.5186548887755, 0.249304059121555, 0.600633880013553, 0.369714619555102, 0.227997481880444
253,1.49191803619084,8.31,0.06,0, 9.66814867866953E-06,9.27400431346954,11.4519260233128, 0.800000821791962, 0, 0.386074619555102, 0, 4.09, 0, 0.06, 92.4886548887755, 0.21756569174018, 0.721115996878724, 0.369714619555102, 0.227997481880444
254,1.55724763526461,9.16,0.14,0, 7.29486134169596E-06,10.2226100009647,11.2133720078924, 0.80000062006283, 0, 0.369954619555102, 0, 0.0600000000000023, 0, 0.14, 92.5686548887755, 0.203324799708484, 0.805411644615988, 0.369714619555102, 0.227997481880444
255,1.50571722800264,8.94,0.31,0, 5.48583971223878E-06,9.97708965918799,10.9734660820419, 0.800000466296158, 0, 0.370274619555102, 0, 0.140000000000001, 0, 0.31, 92.7386548887755, 0.19700594990454, 0.803738281881749, 0.369714619555102, 0.227997481880444
256,1.45146726143306,9.42,1.87,0, 4.11170112192245E-06,10.512773013082,10.8840665851238, 0.800000349494473, 0, 0.370954619555102, 0, 0.310000000000002, 0, 1.87, 94.2986548887755, 0.19075188340707, 0.800182386071492, 0.369714619555102, 0.227997481880444
257,1.37545593539183,10.07,1.41,0, 3.07151269412211E-06,11.2381772275321,10.9527833085934, 0.800000261078511, 0, 0.377194619555102, 0, 1.87, 0, 1.41, 93.8386548887755, 0.188447142932086, 0.767551812753842, 0.369714619555102, 0.227997481880444
258,1.4057814270797,8.29,2.48,0, 2.28683822207643E-06,9.25168745739614,10.6226781579391, 0.800000194381211, 0, 0.375354619555102, 0, 1.41, 0, 2.48, 94.9086548887755, 0.190217431022845, 0.777173648475713, 0.369714619555102, 0.227997481880444
259,1.30480068317531,7.43,4.5,0, 1.69695732930476E-06,8.29192276701539,10.1703847571907, 0.800000144241352, 0, 0.379634619555102, 0, 2.48, 0, 4.5, 96.9286548887755, 0.181788841356353, 0.754792421905273, 0.369714619555102, 0.227997481880444
260,1.15561124963403,3.26,2.84,0, 1.25504342614012E-06,3.63817884106107,8.90278120018792, 0.80000010667868, 0, 0.387714619555102, 0, 4.5, 0, 2.84, 95.2686548887755, 0.170550533046921, 0.712540012865752, 0.369714619555102, 0.227997481880444
261,1.00168737188361,2.08,0.01,0, 9.25121845284432E-07,2.32129205774467,7.625613951127, 0.800000078635351, 0, 0.381074619555102, 0, 2.84, 0, 0.01, 92.4386548887755, 0.140964485286013, 0.7472622896012, 0.369714619555102, 0.227997481880444
262,0.874276793792714,2.4,0.02,0, 6.79659624153231E-07,2.6784139440769,6.66558774437524, 0.800000057771065, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.02, 92.4486548887755, 0.114003463361947, 0.806457496324887, 0.369714619555102, 0.227997481880444
263,0.733102534770412,4.66,0.28,0, 4.97664150768082E-07,5.2005871198019,6.3812978371775, 0.800000042301451, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.28, 92.7086548887755, 0.0956195009303769, 0.806248325983107, 0.369714619555102, 0.227997481880444
264,0.689061406435586,7.43,0.5,0, 3.63189760353105E-07,8.29192329344727,6.75206323856917, 0.800000030871129, 0, 0.370834619555102, 0, 0.280000000000001, 0, 0.5, 92.9286548887755, 0.090485516929125, 0.800809897096832, 0.369714619555102, 0.227997481880444
265,0.736009918264974,11.49,0.01,0, 2.64169811075125E-07,12.8229070108707,7.93013759849628, 0.800000022454433, 0, 0.371714619555102, 0, 0.5, 0, 0.01, 92.4386548887755, 0.0972092574608768, 0.796208149577676, 0.369714619555102, 0.227997481880444
266,0.92158545478424,11.36,0.51,0, 1.91507209124202E-07,12.6778262965466,8.85144781414857, 0.800000016278113, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.51, 92.9386548887755, 0.120172392056318, 0.806457496324887, 0.369714619555102, 0.227997481880444
267,1.05839774827811,10.26,0.3,0, 1.38369197011889E-07,11.4502199059484,9.35575115998389, 0.800000011761382, 0, 0.371754619555102, 0, 0.510000000000005, 0, 0.3, 92.7286548887755, 0.139825690876849, 0.795998979235896, 0.369714619555102, 0.227997481880444
268,1.15091289494823,13.8,0,0, 9.96428327797606E-08,15.4008806036419,10.5288355684908, 0.800000008469641, 0, 0.370914619555102, 0, 0.299999999999997, 0, 0, 92.4286548887755, 0.15121348927657, 0.800391556413272, 0.369714619555102, 0.227997481880444
269,1.37636249318231,14.17,1.12,0, 7.15163041281395E-08,15.8138027859259,11.5544071011078, 0.800000006078886, 0, 0.369714619555102, 0, 0, 0, 1.12, 93.5486548887755, 0.179427619565766, 0.806666666666667, 0.369714619555102, 0.227997481880444
270,1.53482456052993,2.83,0.66,0, 5.11583361380311E-08,3.15829653687634,9.92510427832626, 0.800000004348459, 0, 0.374194619555102, 0, 1.12, 0, 0.66, 93.0886548887755, 0.206069960173553, 0.783239588387328, 0.369714619555102, 0.227997481880444
271,1.24105808712831,0.23,0,0, 3.64737243357051E-08,0.256681344165833,8.04890354315722, 0.800000003100267, 0, 0.372354619555102, 0, 0.659999999999997, 0, 0, 92.4286548887755, 0.164605900191253, 0.792861424109199, 0.369714619555102, 0.227997481880444
272,0.940617867672248,2.71,0,0, 2.59176823886771E-08,3.02437583929969,7.07387145664454, 0.800000002203003, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.122622365658364, 0.806666666666667, 0.369714619555102, 0.227997481880444
273,0.79194239223373,2.73,0,0, 1.83554301823751E-08,3.04669595729158,6.29238002784291, 0.800000001560212, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.103240490042106, 0.806666666666667, 0.369714619555102, 0.227997481880444
274,0.682006399441476,4.4,0.01,0, 1.29564290946268E-08,4.91042571997365,6.02420560940908, 0.800000001101297, 0, 0.369714619555102, 0, 0, 0, 0.01, 92.4386548887755, 0.0889088342544616, 0.806666666666667, 0.369714619555102, 0.227997481880444
275,0.64600582839062,6.28,1.76,0, 9.11503687333675E-09,7.00851671069845,6.21521558404806, 0.800000000774778, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 1.76, 94.1886548887755, 0.084237511862857, 0.806457496324887, 0.369714619555102, 0.227997481880444
276,0.640946961743592,7.23,0.82,0, 6.39122178945062E-09,8.06872226511458,6.57489685130654, 0.800000000543254, 0, 0.376754619555102, 0, 1.76000000000001, 0, 0.82, 93.2486548887755, 0.087551792281472, 0.76985268651342, 0.369714619555102, 0.227997481880444
277,0.705475451393291,6.05,1.7,0, 4.4664420072343E-09,6.75183536769235,6.60923256235034, 0.800000000379648, 0, 0.372994619555102, 0, 0.819999999999993, 0, 1.7, 94.1286548887755, 0.0939663296911949, 0.789514698640722, 0.369714619555102, 0.227997481880444
278,0.693604836547361,4.31,0.18,0, 3.11094162435562E-09,4.80998519613746,6.26008055781752, 0.80000000026443, 0, 0.376514619555102, 0, 1.7, 0, 0.18, 92.6086548887755, 0.0945905271095567, 0.771107708564099, 0.369714619555102, 0.227997481880444
279,0.674476543426553,3.79,2.99,0, 2.15960525670457E-09,4.22966215642378,5.86606877917016, 0.800000000183567, 0, 0.370434619555102, 0, 0.180000000000007, 0, 2.99, 95.4186548887755, 0.0883395340864611, 0.80290160051463, 0.369714619555102, 0.227997481880444
280,0.577001020368596,4.36,0.01,0, 1.49420175355892E-09,4.86578548881049,5.67195932953424, 0.800000000127007, 0, 0.381674619555102, 0, 2.98999999999999, 0, 0.01, 92.4386548887755, 0.0815420110242829, 0.744124734474503, 0.369714619555102, 0.227997481880444
281,0.600420212403598,4.82,0,0, 1.03037772000613E-09,5.37914817811568,5.6151380150118, 0.800000000087582, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0, 92.4286548887755, 0.0782932638410568, 0.806457496324887, 0.369714619555102, 0.227997481880444
282,0.593376813363541,4.87,0.16,0, 7.08167560065297E-10,5.43494847050314,5.58017142739013, 0.800000000060194, 0, 0.369714619555102, 0, 0, 0, 0.16, 92.5886548887755, 0.077354759123938, 0.806666666666667, 0.369714619555102, 0.227997481880444
283,0.586524672031671,0.75,0.02,0, 4.85096286024075E-10,0.837004384583294,4.65973863277774, 0.800000000041233, 0, 0.370354619555102, 0, 0.159999999999997, 0, 0.02, 92.4486548887755, 0.0767800366300548, 0.80331994119819, 0.369714619555102, 0.227997481880444
284,0.478582652782883,5.8,0.17,0, 3.31186192540062E-10,6.47283390749156,5.01157788608271, 0.800000000028151, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.17, 92.5986548887755, 0.0624221473021731, 0.806248325983107, 0.369714619555102, 0.227997481880444
285,0.517296140790879,8.21,0,0, 2.25355855416061E-10,9.16240799668507,5.81706504778954, 0.800000000019155, 0, 0.370394619555102, 0, 0.170000000000002, 0, 0, 92.4286548887755, 0.0677351918808906, 0.80311077085641, 0.369714619555102, 0.227997481880444
286,0.619157474589064,6.85,1.63,0, 1.52833241035738E-10,7.64464004598165,6.17171415625486, 0.800000000012991, 0, 0.369714619555102, 0, 0, 0, 1.63, 94.0586548887755, 0.0807156198691562, 0.806666666666667, 0.369714619555102, 0.227997481880444
287,0.637624252013217,4.2,3.21,0, 1.03304478805553E-10,4.68722455375163,5.88364230444111, 0.800000000008781, 0, 0.376234619555102, 0, 1.63, 0, 3.21, 95.6386548887755, 0.086791360465853, 0.772571900956558, 0.369714619555102, 0.227997481880444
288,0.575524084568502,-0.92,0.21,0, 6.95941653363088E-11,-0.184,4.70618915701236, 0.800000000005916, 0, 0.382554619555102, 0, 3.20999999999999, 0, 0.21, 92.6386548887755, 0.0818393935020142, 0.739522986955348, 0.369714619555102, 0.227997481880444
289,0.481480069247172,-1.38,0.03,0, 4.67281795470828E-11,-0.276,3.739373051235, 0.800000000003972, 0, 0.370554619555102, 0, 0.209999999999994, 0, 0.03, 92.4586548887755, 0.0631111545859147, 0.802274089489291, 0.369714619555102, 0.227997481880444
290,0.37979525510824,0.48,0.01,0, 3.12706742191663E-11,0.53568280614488,3.11768261972607, 0.800000000002658, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 0.01, 92.4386548887755, 0.0495500358111073, 0.806039155641327, 0.369714619555102, 0.227997481880444
291,0.319755505068306,2.21,0.01,0, 2.08568145640938E-11,2.46637291995994,2.9912930572786, 0.800000000001773, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.01, 92.4386548887755, 0.0416953020664053, 0.806457496324887, 0.369714619555102, 0.227997481880444
292,0.308144794573529,5.48,0.09,0, 1.38647188213497E-11,6.11571203682578,3.59760054489896, 0.800000000001179, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.09, 92.5186548887755, 0.0401812950403749, 0.806457496324887, 0.369714619555102, 0.227997481880444
293,0.365039458583121,4.96,0.02,0, 9.18600134618868E-12,5.53538899683624,3.97363706737743, 0.800000000000781, 0, 0.370074619555102, 0, 0.0900000000000034, 0, 0.02, 92.4486548887755, 0.0476991877229611, 0.804784133590648, 0.369714619555102, 0.227997481880444
294,0.403933521128804,5.54,0.04,0, 6.06588670749857E-12,6.18267238759624,4.40231025872457, 0.800000000000516, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.04, 92.4686548887755, 0.0526855656166597, 0.806248325983107, 0.369714619555102, 0.227997481880444
295,0.449599109162529,6.95,0.37,0, 3.9922197283972E-12,7.75624063064948,5.05315545931068, 0.800000000000339, 0, 0.369874619555102, 0, 0.0400000000000063, 0, 0.37, 92.7986548887755, 0.058672230100691, 0.805829985299547, 0.369714619555102, 0.227997481880444
296,0.519480411959425,2.14,0.15,0, 2.6187071255557E-12,2.38825251073251,4.53601911425448, 0.800000000000223, 0, 0.371194619555102, 0, 0.370000000000005, 0, 0.15, 92.5786548887755, 0.0683773801997724, 0.798927364020813, 0.369714619555102, 0.227997481880444
297,0.463087123812921,1.32,0.01,0, 1.71203159479255E-12,1.47312771690049,3.94165132934996, 0.800000000000146, 0, 0.370314619555102, 0, 0.150000000000006, 0, 0.01, 92.4386548887755, 0.0606054481919594, 0.803529111539969, 0.369714619555102, 0.227997481880444
298,0.400711669097686,4.48,0,0, 1.11554982405864E-12,4.99970619069272,4.14697161095939, 0.800000000000095, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0, 92.4286548887755, 0.0522517793117974, 0.806457496324887, 0.369714619555102, 0.227997481880444
299,0.422414530611343,5.83,3.2,0, 7.24466854646193E-13,6.50631408297748,4.60481257787588, 0.800000000000062, 0, 0.369714619555102, 0, 0, 0, 3.2, 95.6286548887755, 0.0550674942633332, 0.806666666666667, 0.369714619555102, 0.227997481880444
300,0.433402437554936,1.1,4.81,0, 4.6892179748164E-13,1.22760643075048,3.94945060893133, 0.80000000000004, 0, 0.382514619555102, 0, 3.2, 0, 4.81, 97.2386548887755, 0.0616123009979819, 0.739732157297127, 0.369714619555102, 0.227997481880444
301,0.35153321668904,-0.13,0,0, 3.02506473759653E-13,-0.026,3.17799662448069, 0.800000000000026, 0, 0.388954619555102, 0, 4.81, 0, 0, 92.4286548887755, 0.0523573867860798, 0.706055732270578, 0.369714619555102, 0.227997481880444
302,0.325456291018746,1.38,0,0, 1.94500748510396E-13,1.54008806766881,2.86015313788836, 0.800000000000017, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.0424276655746256, 0.806666666666667, 0.369714619555102, 0.227997481880444
303,0.296401525200258,5.01,1.4,0, 1.24640801351918E-13,5.59118928914547,3.39012292693133, 0.800000000000011, 0, 0.369714619555102, 0, 0, 0, 1.4, 93.8286548887755, 0.0386399806488337, 0.806666666666667, 0.369714619555102, 0.227997481880444
304,0.333056775311776,4.99,1.24,0, 7.96070516982273E-14,5.56886917222275,3.81291838771781, 0.800000000000007, 0, 0.375314619555102, 0, 1.40000000000001, 0, 1.24, 93.6686548887755, 0.0450540578515269, 0.777382818817493, 0.369714619555102, 0.227997481880444
305,0.375100989755901,1.94,0.5,0, 5.06751681954449E-14,2.16505134150544,3.49314241168393, 0.800000000000004, 0, 0.374674619555102, 0, 1.23999999999999, 0, 0.5, 92.9286548887755, 0.0505240519862818, 0.78072954428597, 0.369714619555102, 0.227997481880444
306,0.350995002745445,3.17,0.49,0, 3.21507574870348E-14,3.53773853225374,3.50179648848904, 0.800000000000003, 0, 0.371714619555102, 0, 0.5, 0, 0.49, 92.9186548887755, 0.0463580214649764, 0.796208149577676, 0.369714619555102, 0.227997481880444
307,0.351923203670362,4.36,0.02,0, 2.03301026761112E-14,4.86578548915656,3.76648465917033, 0.800000000000002, 0, 0.371674619555102, 0, 0.489999999999995, 0, 0.02, 92.4486548887755, 0.0464684069172654, 0.796417319919456, 0.369714619555102, 0.227997481880444
308,0.382638217799722,4.15,0.06,0, 1.28126890438738E-14,4.63142426146783,3.93433006039416, 0.800000000000001, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.06, 92.4886548887755, 0.0499079919759882, 0.806248325983107, 0.369714619555102, 0.227997481880444
309,0.399433484700626,1.28,0,0, 8.04809978033588E-15,1.42848748305514,3.44806009231776, 0.800000000000001, 0, 0.369954619555102, 0, 0.0600000000000023, 0, 0, 92.4286548887755, 0.0521527414358966, 0.805411644615988, 0.369714619555102, 0.227997481880444
310,0.351210711103453,0.05,0.42,0, 5.03847107587815E-15,0.0558002923068414,2.78977689465183, 0.8, 0, 0.369714619555102, 0, 0, 0, 0.42, 92.8486548887755, 0.0457851054293047, 0.806666666666667, 0.369714619555102, 0.227997481880444
311,0.286991990992903,-2.03,0.61,0, 3.14381179594198E-15,-0.406,2.16962208421204, 0.8, 0, 0.371394619555102, 0, 0.420000000000002, 0, 0.61, 93.0386548887755, 0.0378252626575654, 0.797881512311915, 0.369714619555102, 0.227997481880444
312,0.234195569704735,-2.49,0.58,0, 1.95508957623478E-15,-0.498,1.65195807871526, 0.8, 0, 0.372154619555102, 0, 0.609999999999999, 0, 0.58, 93.0086548887755, 0.031021262633941, 0.793907275818098, 0.369714619555102, 0.227997481880444
313,0.195369096389827,-3.65,1.48,0, 1.21179493537913E-15,-0.73,1.18972845209355, 0.8, 0, 0.372034619555102, 0, 0.579999999999998, 0, 1.48, 93.9086548887755, 0.0258579165022797, 0.794534786843438, 0.369714619555102, 0.227997481880444
